Cleaned_Context,Cleaned_Response,Context_Word_Count,Response_Word_Count,Contains_Therapy_Method
early still live parent cant afford live alone mother say live roof follow rule trying control life,unfortunately seem double bind living mom going stop attempt perceive controlling use trying debate get see point long personalize attempt control find frustrated resentful try find extra job roommate natural process moving outwwwlifecounselingorlandocom,17,33,True
early still live parent cant afford live alone mother say live roof follow rule trying control life,unfortunately think u heard alone still roof leverage expectation living would consider therapy see could middle ground could agreed upon often time rd party help conflict resolution would look get creative finding place,17,33,True
early still live parent cant afford live alone mother say live roof follow rule trying control life,hello sound like parent balanced communication awareness expectation growth reflected ability understand apply new knowledge skill also reflective parent acceptance understanding application tried talking parent let know concernsthis talking best face face non active conflict cant begin stating rule argument etc sometimes even helpful write way feel supported supportive maybe share list reflective piece review use communicating expectation unfortunately clear expectation stated expressed scale uneven frustration increase dr,17,68,False
early still live parent cant afford live alone mother say live roof follow rule trying control life,really tough situation lot young people experiencing right first thing cant change parent cannot change behavior thing keep mind control response action may need keep living home next month year best way plan second thing keep mind controlling behavior likely based behavior controlling parent often driven concept keep child safe happy unfortunately always accurate keep mind personal attack way deal controlling parent require creating plan actionexamples action plansdecide advance youll calmly rationally respond parent feel theyre trying control youarrange phone friend trusted adult feel like youre losing controltalk person adult trust arent quick tip deal parent want control need find strategy geared specific family situation get specific coping tip book family dynamic astoxic parent overcoming hurtful legacy reclaiming life susan forwardcutting loose adult guide coming term parent howard halperna counselor good resource provide support guidance issue addressing normal growth development period transition,17,142,True
early still live parent cant afford live alone mother say live roof follow rule trying control life,youre among many millennials live parent due financial reasonsdoes mother mean rule pertaining way family household organizes daily mean something elseevery household need rule responsibility keep house clean grocery shopping way cost distributed carrying charge task maintaining house decent order well respecting privacy noise level request others live homethis set responsibility applies whenever one person life another personhave tried simply telling mom youre willing responsible household member prefer keep detail way live rest life yourselfthis would show respect mom start discussion area life feel deserve privacy would like handle right run life overlap household duty,17,95,False
dad make feel like shit like im worthless call name make feel depressed want move swear stay im going lose,youre actually able afford move support life reasonable choiceif youre position must continue live w dad emotionally protect himdoing much difficult maybe soundsdo privacy house spend time selfcreated safe space around dadalso limit amount dialogue dont offer chance feel invited criticize youare people live household w dadif yes similarly called name singled family member hear dad calling namesis possible family member dont realize hurt upset dad behaviorif yes make project tell family member suffer dad name callingit possible family member step tell dad stopnot necessarily stop knowing others support emotionally find credible helpful,20,93,False
dad make feel like shit like im worthless call name make feel depressed want move swear stay im going lose,old enough move mean whats stopping youif possible move another family memberif youre minor cps may need step often case abuse safety number one priorityits difficult offer advice without knowing situation say dont let people define self worth choose allow make feel anything really simple looking choice make empowered take control emotion learn feel better selfworth longer defined someone else say treat youlet say different way selfworth defined someone else way treat reflection person dont take ownership understand minor setting healthy boundary refusing accept kind treatment difficult reach others help absolutely excuse put maltreatment put boundary create distance needed protect emotionally owe deserve live healthy happy life anyone tell otherwise wrong,20,111,False
want live mom dad get angry make feel like everything fault still talk mom although dad tell im allowed im scared make wrong decision dad hate tell want live mom,yes wrote dad doesnt accept responsibility way feel blame feelingsim glad recognize he handling less grown person like young childi also understand hurt frustration father handle way show unwilling respect wishesyour decision surprising since people wouldnt want live parent show little interest respect kid decisionsin term tell choice simple basic information term ive decided live w momus suggest offer reason bc doesnt seem interested hearing giving reason would likely trigger rebut themif asks question answer simply possibleif feel willing understand know youd feel free genuine dialogue himright doesnt seem ready handle,30,91,False
want live mom dad get angry make feel like everything fault still talk mom although dad tell im allowed im scared make wrong decision dad hate tell want live mom,lot information need filled first custody arrangement dad full custody custody shared mom think situation willing go bat youwhat age usually right choose based age requirement set statelegally cant kept away mom unless legal complication prevent itis father abusive seek protectionmany detail need filled inyou seek counseling without parent approving knowing depending agefind counseling school local agenciesyou right one right choose,30,61,True
three child biological daughter stepdaughter stepson found stepdaughter overdosed today daughter blame told stay im scared three kid blame choice made three drug addiction stroke need depend people,blaming others one greatest coping mechanism addiction often blame one closest u stop blaming stop taking burden charge choice make one make u something self choose internalize react situation would find good therapist understands family dynamic addiction help cope current environment help move forward,28,44,True
refuse talk told mom grand mother remembering thing past dont know daughter blame swears hate parent say let daughter live dad dont see could fix thing see every weekend,sorry hear high degree stresshow old daughterwho abused daughterthe answer make difference decisionobviously father abuser unless ex demonstrates believe abuse daughter stay youif someone father abuser father good relationship daughter possible time away household give time away arguing one anotherwhat daughter tell wantsher wish must considered toorelationships fixed sometimes apart help process two people time reflect deeply value,29,58,False
shes teenager last two year shes lived older brother shes angry want come live current living situation best refuse see reason shes disrespectful sexual curiosity waking,youre mom need would suggest focusing connection since currently living together one way would plan date get decide together give time think want long activity safe affordable try even thing turn phone give undivided attention goal would enjoy connect,26,39,False
told daddy dy never see started cry wouldnt make daddy die,child often difficult time expressing emotion accurately also likely daughter understand permanence death said using specific idea would recommend contacting local mental health professional experience working childreni would also wonder getting idea sometimes child hear thing tv adult even aware much rememberingit may helpful teach thing angry like say mad cannot toy asking forim curious long stay mad like whether talk dad longer angry say sort thing youit may also helpful work mental health professional possibly one working daughter support well,11,81,False
told daddy dy never see started cry wouldnt make daddy die,toddler dont intellectual capacity conceptualizebetter find want daddy die explain future consequence death toddlera person must around possibly year old absorbing potential effect action taken present timepretty much toddler demonstrated age appropriate limited understanding loss parent cry werent able magically make father disappearalso please pay attention form opinion reason toddler would wish father deathshe may pointing father behaves frightening harmful way towards,11,62,False
told daddy dy never see started cry wouldnt make daddy die,normal child angry wanted someone die seems heading dangerous realm think would wise seen child psychologist rule anything serious,11,19,False
husband exwife married man charged seven felony count pandering involving minor admission addicted child pornography stepdaughter teenager know husband exwife kept information stepdaughter stepfather issue regarding pornography addiction recently exwife minimizes saying repented constant strain husband knowing girl living man addicted child pornography therapist belief girl told exwife say therapist say opposite,daughter old mature enough understand substance abuse told empowerment knowledge power safety protection,52,13,False
husband exwife married man charged seven felony count pandering involving minor admission addicted child pornography stepdaughter teenager know husband exwife kept information stepdaughter stepfather issue regarding pornography addiction recently exwife minimizes saying repented constant strain husband knowing girl living man addicted child pornography therapist belief girl told exwife say therapist say opposite,information therapist sound prudent sound real legal man rso registered sex offender prohibited proximity minor usepossession child porn violates state federal statue safety issue play husband daughter immediate need know done developmentallycontextual factually nonshaming fashion would counsel husband daughter welfare stake seek immediate legal counsel exwife seems rock hard place creation desperately need care treatment resource consideration httpwwwmissingkidscomhome httpswwwjusticegovcriminalceoscitizensguideusfederallawchildpornography,52,59,False
husband exwife married man charged seven felony count pandering involving minor admission addicted child pornography stepdaughter teenager know husband exwife kept information stepdaughter stepfather issue regarding pornography addiction recently exwife minimizes saying repented constant strain husband knowing girl living man addicted child pornography therapist belief girl told exwife say therapist say opposite,lorain youre correct husband exwife seriously minimizing problem strong opinion book safety child trump potentially insulting hurting feeling adult course girl told right know voice one im concerned though believe husband right insist daughter safe home clear evidence man safe woman putting comfort simply doesnt want deal partner situation fear anyone elses need safety two vulnerable girl honestly kid wouldnt even visiting home man present repented worth risk decides stay natural consequence known perpetrator home access vulnerable child home,52,79,False
father dealing problem quite time adolescent problem mostly food overweight dont know anymore disrespectful doesnt listen respect say,would curious potentially emotional physical trauma daughter history struggling physical trauma usually easier identify emotional trauma feeling lack emotional connection important relationship experienced bullying emotional injury fact defiance symptom going suggests might need safe place process shes going potential issue control meeting emotional need food also concerning would recommend looking therapistcounselor work childrenadolescents area addressing trauma assessment may able ask right question see whether trauma truly issue,18,67,False
counselor take side one parent allow parent order child tell counselor every detail happened parent visitation order help build case child custody,see issue herefirst age child important child considered adult state law regard counseling state differ range typically age age one allowed session without child consentsecond ethical legal standard generally require counselor role therapist role evaluator mean counselor generally provide counseling offer opinion regarding custody childthird knowing detail parenting plan separation agreement important generally either parent consent counseling minor child present child session court order parenting plan separation agreement specifies one parent sole decision making authority parent consent counseling minor child parent present child sessionsin situation like would strongly recommend seeking legal advice specific state law,22,95,True
adolescent peed pant multiple time last year time wrapped video game video taken away game video long period time punishment month back pee pant,sound though son pissed somethingpunishment likely result less peeing would like stop happeninglaziness social judgement characteristic meritis description son description himselffirst step always addressing family dynamic emotion psychology people involved medical rule son pee time play video gamesif medical clearance physiological problem talk son opinion pee aware urge pee ignores attention get absorbed doesnt notice urge peesee modification create cooperating sonmaybe simple two hour set timer go take bathroom break,24,70,False
adolescent peed pant multiple time last year time wrapped video game video taken away game video long period time punishment month back pee pant,behavioral standpoint refrain punishing son instead utilizing punishment wet provide contingency prior accident sit son discus importance utilizing bathroom responsibility inform chooses wet pant video game available use next dayor designated realistic time frame way accident occurs heated word exchanged already laid ground work also allow clean gather cleaning supply oversee cleaning operation without ridicule negative feedback since stated adolescent experiencing enuresis may want check pcp licensed professional underlying diagnosis treated also call local behavioral analyst,24,76,False
something worried something,tricky figure child truly satisfied lack friendship parent usually tell child happy kid unhappy may masking disappointment perhaps acting feeling aggressive manner others may internalize symptom appearing sad withdrawn parent may learn great deal asking teacher question whether child work others group project eats lunch alone parent also talk recess supervisor happens playground whether child stay sideline play unsure join group therespectfully difference kid shy happy kid feel isolated know make friend itis necessarily something wrong child fact need help suggestion breaking peer group ask child someone would like play mom dad make play date happen hit activity child truly enjoys young person may begin forge friendship encourage wellmeaning parent choose word carefully use phrase like hey noticed something let help successful showing respect parent feel comfortable nudging child beyond comfort zonewhen seek professional help isolation raise red flag longterm issue true personality disorder typically diagnosed adulthood still professional counseling considered antisocial behavior causing child significant distress perhaps keeping functioning everyday activity also parent pay attention child social behavior change time social anxiety vast majority child define quality time time alone perfectly happy healthy normal child able nurture least one friendship exhibiting expert call social reciprocity parent relax cherish child enjoys pleasure company,3,203,True
something worried something,recommend asking son reason chooses play alone recess happy know friend would concerned however may bullying going school case bullying may situation parent need step,3,25,False
something worried something,human social creature alarming thing parent deal like adult child child social others play alone recess time would worry well however recess one domain life friend outside school daycare socialize situation recess occurs global problem occurring social time may indicative something deeper going perhaps occurring recess could something else altogether would request report teacher caregiver concerning socialization make choice whether evaluate furtherhope helpsc,3,63,False
something worried something,answer depends area son life doingis happy seem happy playing alone recessdoes friend social circle besides student he recesshow academic progresshow social integration among classmatesare special unusual circumstance home family environmentgo list form fuller idea whether son simply like alone time take option recess area show stress difficulty need understood handled,3,51,False
adult daughter get along shes belittling dont agree almost like scold get war shes said dont support ive never loved call horrible name push button point call name,frustrating probably hurtful daughter comment sound there also message genuinely feelsto degree daughter may feel similarly misunderstood otherdeveloping way listening talking one another better understand feel would probably help lotone major point aware motherdaughter relationship dynamic strong may slow new dynamic relating two adultswatch tendency expect daughter consider parenting authority instead considering grown personthe true daughter may need remind talk adult isher need real need spoken adult way,28,68,False
legal guardianship grandson acting want talk mom talked since last year handle,hi boone depends lot age situation younger child general would see decision child age listened carefully matter child unresolved issue parent doesnt necessarily mean contact good solution question parent harmful child parent likely harmful child likely positive experience contact parent may want speak parent first determine whether stable enough place allow happen would start asking child mind want get visit parent see know parent okay get apology apologize perceived hurt regular contact find loved hope mom dad might say visit many possible goal child might mind give sense whats missing child need trying fill know need try determine likelihood need met successfully contactonce determine risk child need met decide whether make sense older child able determine option facetoface write mom dad text email likely child looking sense loved wanted worth effort child separated parent tend blame whether see parent need extra love attention support child two loving present parent wish best im grateful love support continue give grandson youre special,12,160,False
divorced happily remarried blended family child youngest age continues call crazy favor dad abusive left injury never wanted kid paid child support forced wage earner daughter favor sacrifice made past year single mom dont deny relationship dad called crazy watch hang hurt core im sure handle,hi understand youre going daughter favor done wrong eye im guessing lived growing way favoured dad thinking done wrong also abused mother multiple time never came mind kid like parent mainly dont see everyday usually buy everything want pay child support force spoil kid make happy seem like great mom dont doubt,46,52,False
divorced happily remarried blended family child youngest age continues call crazy favor dad abusive left injury never wanted kid paid child support forced wage earner daughter favor sacrifice made past year single mom dont deny relationship dad called crazy watch hang hurt core im sure handle,sound really difficult know daughter may choosing dad perhaps help saying intense emotional reaction towards actually acknowledge much safer connected feel towards tend big emotion around care would suggest let know hard hear sad make feel time hard everyone expressing feeling allow express,46,43,False
live expartners sister husband five year hispanic talk daughter language sometimes overstep balance aunt uncle reach role parent neglect see reflects child behavior see stable upset dad isnt intuition tell blame degree doesnt know alcohol addiction,hi new york im happy hear daughter doesnt know dad addiction although dont say old imagine point life ready know truth trust instinct time ability clear boundary adult conversation suitable child know really important tell youre appropriately protective thoughtful parent much help daughter sense also know cant take away emotional pain come absent parent child tend blame parent absence child need extra love support wherever get ityou say feel like wedge daughter understand ex partner relative home would make uncomfortable time important establish boundary parent daughter also natural people want assist let trust intention good evidence contrary much support also emotional tie daughter father potential discomfort complex situation also many positive factor invite seei dont know culture daughter opportunity preserve father heritage language relationship family potentially wonderful addition life general adult around loving supporting child better could feeling threatened small moment appears special connection daughter father family nothing anyone else take daughter love hope feel secure position loving mother feel intimidated positive connection daughter potentially wonderful connection deserves support maintaining relationship dont harm heri suggest important alliance work ex family could give daughter gift healthy united supportive loving safety net herthats best outcome,36,193,False
brother broke girlfriend dating past two year son spent weekend mother doesnt think son interaction u approach situation right thing child,hi tampa get loss bonded child result significant time spent he lucky boy taking care certainly seems mother might making best decision son willing maintain relationship would good still contact book people loving child better ultimately right make decision oppose wont likely good focus grieving relationship supporting brother loss well,21,50,False
motherinlaw mentally ill life cut psychiatric hospital year voice head tell cut multiple shock therapy treatment shes enough medication take elephant parental right two child taken away husband boyhe late doesnt even custody hasnt asked yet insinuating want babysit child go saying without creating issue,hi fontanathanks providing detail needed order respond question seems clear would appropriate response like healthy boundary ill help explore possible way respond first hasnt asked yet dont know right pleasantly ignore hint theyre hurting ignore theyre likely go away address reduce anxiety possibility asking reassuring right parent make decision shes offended doesnt mean youre mean mean unrealistic expectation first goal put mind worry might never face moment understand want preparedas son perhaps husband best one answer question ever come willing comfortable youre one asks confidently give simple honest response wont happen would suggest presenting firmly closed door rather saying maybe later need apologize hum hawwe love want around junior definitely want hisher life try leave youre healthy place comfortable caring himher ownif push issue evidence denial inappropriate boundary id let know negotiable understand shes disappointed youre open discussing issue really there nothing discus learning take responsibility emotion part ill person life wish best,45,153,False
daughter didnt see biological father last three year doesnt want see remember really bad thing domestic violence child abuse visitation supervision refuse see better take daughter therapist try see therapy,father visitation supervisor contacted regarding daughter hasnt shown past three year worth supervised visitationor supervised visitation new development bio dad daughterif one pressuring expecting daughter show one even asked isnt present dont see reason offer effort daughter father willing make seeing herif daughter willing talk therapist let find first hand session seem useful notthe one move id avoid force daughter go therapist since growing household child abuse took place forced may remind feeling past feeling one heard cared way wanted treated,30,81,False
daughter didnt see biological father last three year doesnt want see remember really bad thing domestic violence child abuse visitation supervision refuse see better take daughter therapist try see therapy,hi dillonim canada dont know law state depends good deal perhaps opinion child never forced situation feel unsafe even supervised child old enough make strong statement wanting see parent honoured unfortunately law dont always uphold parent right best child recommend see lawyer advise proceed without putting risk breaching custody agreementsif feel daughter benefit therapy separate question already therapy family therapist typically meet alone first order determine therapy wise move child isnt always appropriate,30,73,True
fianc relationship two year infant son fianc also child previous relationship live together live mother currently get foot he living friend mother awful relationship completely unbearable time cannot even stand around one another living house made clear want gone recently talking father life different state father always good relationship explained situation mother said would like fianc son come live wife would really love go want son environment constant arguing negativity longer nowhere else stay remaining state problem fianc refusing move away want leave behind child child mother horrible relationship would absolutely willing let visit moved away believe would best child moving away want leave without fianc already explained situation give continue stay negative environment child keep family together move away child relationship end want take either kid life,hi bethlehemyou big decision make appreciate fiancs need stay close child standup dad glad know son need emotionally safe placeim bit confused obvious answer seems fianc would get place together get want dad take care maybe time take responsibility future start building independently either parent say without knowing old child two year relationship basically declared independence anyway wish best,128,59,False
wondering deviant act concerned isnt quite,well certainly unusual potentially could cause alarm passive aggressive act done intentionally would wonder child trying say somethingi think without context however sense whether sign disturbance impossible say whats going sign distress unusual behaviour might bring child someone assess properly,6,40,False
boyfriend child get every weekend go see twice week every time leaf get funk like mom died shes shes disrespectful answer well dont know tell swears talk back laugh mom apart three year blame behavior young never adult time shes shes golden child wont listen anyone,hi lockport building relationship already child involved tricky dont tell u whether live together position perhaps difficult daughter behaviour affect live home bottom line dont tell someone else parent thats boyfriend decide he he parent make decision disciplined even good idea completely disagree think see something he seeing simply interfere sound like boyfriend struggling emotionally need support lot loss life maybe every time daughter leaf feel powerless abandoned talk thing find line supporting telling doalthough suggest leave parenting tell see offer suggestion he open talk way situation affect make sense say see struggling dont know help ive noticed seem afraid discipline aware coming across way need help feel sad frustrated dont spend time alone together sound bit resentful daughter possible real struggle whether youre ready relationship man whose priority childyou voice great offer support idea let know feel ultimately however wise accept man accept situation make decision whether want part,46,150,False
exhusband told two adolescent santa doesnt exist day christmas desperate hold magic christmas dont know right lie tell santa real dont want let make lose memory also dont want lose trust,well boise cat bag isnt love want help kid keep magic christmas must want still believe santa teen year unusual believe wonder already figured anywaybut know ex right tell felt best time explain loving magical thing parent christmas still magical many way really say stop believing santa santa real spirit surprise generosity love,31,53,False
last year adolescent son daughter driving nut fighting im wit end get stop get along,good question unfortunately generic answer one kid fight different reason wanting attention wanting respect feeling jealous wanting space left alone whole bunch reason regardless underlying motivation fighting conflict result misunderstanding assumption motivation others one best way start figuring going sit conversation conversation centred getting better understanding angry really understanding important know committed understanding experience rather simply sitting lecturing wrong able understand feel understood likely cooperative considerate one exercise helpful active listening one person speaks person reflects back heard person say check understanding hard often illuminates misunderstanding assumption doesnt work may time get family therapist counsellor involved help facilitate dialogue resolve conflict,15,101,False
toddler real hard time toilet training almost throw every time see poop gag go toilet tried toilet chair ring go bigboy toilet refuse use sits toilet sits forever pee hold poop get poop diaper dump diaper toilet let know go try encourage help get fear passed stress,son showing sign he ready toilet trained dont say old im sure whether problem deeper right fear may reflect right simply ready take step pushing point could worsen problem suggest pulling back expectation waiting month two looking sign readiness trying general teaching child use toilet work best mistake handled calmly parent pay close attention cue child responding positively,47,58,False
im senior high school student im also five month pregnant got pregnant boyfriend three year parent dont want u communicate cant even come visit gynecologist mom go attend doctor appointment shes supportive wish though boyfriend next able see daughter sonogram least family understand deserves much cry time feel lost hopeless need guidance believe give wrong wanting around right keeping away appointment letting u communicate even though parent everything ask want around ask parent let call selfish person please help,youre wrong wanting boyfriend three year also biological father childdo parent object boyfriend continuing see person object electronic communication dont want involved child life ask parent reason forbidding communicate boyfriend ask also understand point viewnow also good time boyfriend plan whether live family financially emotionally support one another baby bornyour mom dad definitely making fatherhood difficult boyfriend motherhood stressful youconsider bringing topic next obgyn visit doctor may ask mom explain reason address theselook online womens resource see clinic agency would help advocate position mattergood luck remainder pregnancy labor delivery,79,89,False
tonight husband seemed put son incorrect approach approach perfectly wrong found defending son told way encourage son instead watching husband harsh behavior decided sit beside son together worked science assignment order encourage study husband got upset swearing threatened knew joking word scared lot,many case situation like get hand police need involved sit talk husband calm collective,43,14,False
raised abusive father wife year ago shot killed rapist convicted louisiana lost custody daughter served year released didnt remember many many sad memory came leave visit visit leave texas travel back louisiana doesnt remember year thought developed close mother daughter relationship gave good reason doubt several occasion especially last year cruel verbally son met year giving adoption last night angry world afraid god drank cussed maintenance worker job month running im feeling guilty afraid evicted help,either parent abusive violent toward youyou sound suffered emotionally relationship since early lifeone point consider strive moderation offer relationshipsa lot youve lived extreme either victim perpetratorif imagine apologizing custodian way spoke would calm soat least youll actively resolving guilt cussing fear retaliation,76,42,False
regret ever hurting mean world feel like nothing seem work ill always love matter im nothing else matter love anything dont want another guy raising kid,expressed regret taken responsibility pain thus far repair essential skill part developing healthy relationship love sound deep sit also sit shes hurt get feel hurt kid feeling may also find way repair feeling tough take seek local therapist support process,26,40,False
make step child year old boy choke daughter year old girl going year boy tell daughter tell know wrong time spanking taking away toy sitting wall afraid daughter safety,see alarmed scary situation parent know child evaluated mental health professional early treatment often key professional able help child learn control anger mend troublesome action appropriate response addressed concern child parent could contributing factor life could causing issue exposure violence sexualphysical abuse drug use stressful event life etc important factor identified either eliminated andor reduced wouldnt hesitate evaluated hasnt already ensure getting help need whether medication andor therapy would make sure always supervised adult care,29,75,True
friend either hooked girlfriend try happy get really upset every time hook,mean hooked sex care person youd like girlfriend realize relationship require complex alignment partner sex buddypay attention feeling toward girl youll approach someone attracts reason addition sexual allurealso process knowing someone take much time sleep someonehave patience kindness toward get know quality attract potential girlfriend,12,45,False
im always told im good enough trying hard enough put every thing im worn ive worked family relationship im great school im kind need otherwise stick religious belief leave room mistake learn others dont make many one learn somehow still good enough nothing work nothing changed feel hopeless suggestion idea,feeling never feeling good enough usually stem early relationship parent significant role model made u feel never good enough meet standard healing process youll need work discovering root source thought feeling come learn accept unconditionally id pleased help process provide online private counseling proventherapycom dr rachelle vaughan,50,47,True
im always told im good enough trying hard enough put every thing im worn ive worked family relationship im great school im kind need otherwise stick religious belief leave room mistake learn others dont make many one learn somehow still good enough nothing work nothing changed feel hopeless suggestion idea,sound like aware positive trait struggling someone acknowledge celebrate effort achievement seems like affecting inner voice allows accept aremy suggestion explore relationship decide person opinion determine feel important relationship could communicate person lack positive feedback affecting work spending time value give praise encouragement constructive criticism also explore religious belief say person finally explore counselor inner voice try figure negative message settling harming selfesteem therapy could learn selfcompassion acceptance wich help self esteemcmo manejo el sentirme que soy suficiente buenosiempre dicen que soy suficientemente bueno trato lo suficiente yo pongo el en todo estoy agotado trabajado en toda mi relaciones estoy muy bien en la escuela trato bien la persona que lo necesitan aferro mi creencias religiosas dejo espacio para los errores aprendo de otros para tener que cometer los mismos aun soy suficiente nada de lo que hago funciona siento desesperanzado alguna idea sugerenciaal parecer estas consiente de tus caractersticas positivas pero est teniendo dificultad con alguien que reconoce tus esfuerzos ni logros eso est afectando esa voz interior que te permite aceptar quien eresmi sugerencia e que explores esa relacin analices si la opinin de esta persona va determinar cmo te valoras ti mismo si e una relacin valiosa puedes comunicarle la persona en cuestin como te afecta la falta de comentarios opiniones positivas luego enfcate en pasar m tiempo con persona que te valoran te dan halagos te motivan te aconsejan tambin explora que dice tu religin sobre quin eres como persona cul e tu valor por ltimo explora con tu consejero si ese mensaje negativo esta afectando tu autoestima travs de la terapia puedes aprender tecnicas auto compasin aceptacin que ayudaran fortalecerte,50,275,True
im always told im good enough trying hard enough put every thing im worn ive worked family relationship im great school im kind need otherwise stick religious belief leave room mistake learn others dont make many one learn somehow still good enough nothing work nothing changed feel hopeless suggestion idea,hi im amelia oh common problem unfortunately let say first giving loving performing never provide sense worth satisfy critical judgmental sorry hear youve heard life human human doingif get counseling trusted therapist accept encourage hear support begin work truth worth best,50,41,True
grandma stroke passed away recently lost home job im looking havent found job ive binge watching television binge eating,helloi write respond recent inquiry possible increase selfesteem positive behavioral change regarding motivation new job first please try allow time grief loss dear grandmother appears close many way great influence life grief process anger denial despair acceptance may part keeping feeling stuck cycle feeling motivated find work time perhaps mind constantly fighting grief death traumatic experience people considered great loss thus grief process may continue part world time hopefully keep stuck longterm basis would try reach counselor discus grief process deeper level discern whether death part feel way grief loss also effect selfesteem begin see cycle may experiencing one positive see continuing look new job take time give credit time spending looking work also would recommend set shortterm goal first example make list potential new employer send resume followup next week email phone call make sure hiring manager human resource received resume question also good idea ask informational interview order get foot door speaki hope information helpful please let know question concernswarmlydenise,19,162,False
grandma stroke passed away recently lost home job im looking havent found job ive binge watching television binge eating,wow got hit serious stuff work relationship housingsecurity major need u lose got affect thing go wrong natural u look blameand easiest person u blame put grief youve got recipe feeling awful start feeling low want check thing like food tv described take time u move selfforgiveness selfkindness order start moving forward wonder right improve situation also wonder may willing seek counseling help work help perspective assist grieving process reading sentence get sense nice person hope show kind kindness healing,19,80,True
grandma stroke passed away recently lost home job im looking havent found job ive binge watching television binge eating,please practice kind lost grandmother home job huge change taken place would challenging anyone unfazed said wrote looking job tell definitely failed try taking one day time encourage recognize even accept youre going particularly difficult time everything temporary something difficult sometimes see light end tunnel maybe could allow grief feeling tunnel trust come tunnel side gentle loving,19,57,False
feel like hate physically emotionally sometimes start accepting confident,youve already taken first step want hate selfacceptance hard spectrum one side selfhate extreme selflove stuff middle kind look like thisand working toward selflove often mean moving around becoming aware emotion exploring part easier harder accept selfkindness selfforgiveness selfcompassion ultimately selflove recovery process active thing day meeting counselor give partner process counselor also help recognize piece may difficult see eye outside view selfacceptance confidence come naturally although may need practice behavior show assertiveness confidence boundary protect wishing absolute best,9,79,False
feel like hate physically emotionally sometimes start accepting confident,selfdoubt selfhatred common unpleasant experience really worth understanding therapy right person really help life feel confident get way accepting loving big question uncover confident self,9,25,True
feel like hate physically emotionally sometimes start accepting confident,self love self acceptance something many client struggle assure alone bombarded medium advertisement everyday try sell u thing make u somehow better thus leading u believe enough unfortunately believe low self esteem social epidemicon personal level sense type message received life led self defeating thought example parent another loved one criticize put often bulled school romantic partner emotionally abused usually factor insidiously lead low self esteem self loathing identify factor lead self hatred make decision let thing past power learn take control feel rather letting others dictate think possible heal self hatred doesnt happen night take time effort retraining brain focus strength rather weakness none u ever going perfect look flaw bound find one two three try keeping self esteem journal every night write three thing proud day try reciting positive affirmation every day lovable beautiful way today reprogram mind thinking highly rather poorly,9,144,False
feel like hate physically emotionally sometimes start accepting confident,important word sometimes know quite painful imagine time pain doesnt feel like subside sound like time mean easily say hate experience one part many part give space also speak offer positive regard trust generally speaking dont know listen part becauseit hate part inner critic often inner critic developed lot strength throughout life weve depended certain thing sound crazy actuality successful people work mainly strong inner critic use critic motivate people relationship relationship completely backfire relationship far dynamic process well workso try acknowledge inner critic one part youve learned give lot space sit even remotely positive feeling also given space speak grow like critic time,9,104,False
feel like hate physically emotionally sometimes start accepting confident,answer would require indepth knowledge situation lot time feeling result people life treating certain way internalize accept reality first step evaluate people close especially parent even adult think back childhood child grow unstable home often grow adult insecurity emotional problem obvious abused certainly lead person little confidence self esteem situation might surprise hear damaging personyou may never physically sexually abused emotionally yelled berated put told youd never amount anything compared sibling felt like always fell short couldnt live expectation hear something start believe itmaybe werent yelled maybe opposite study show child grow parent depressed show sign emotional neglect chronically depressed mother example may seemed cold detached emotionless may less likely show interest child life give praise accomplishment show support going ballgame performance one family member chronically ill growing chance lot attention went could led need metany situation could cause person grow feeling unimportant unheard unloved like dont mattermaybe nothing ive described fit situation cant pinpoint caused feel way counselor helpi saying blame parent telling there nothing change quite opposite understanding feel way first step towards making change needed feel better cognitive behavior therapy focus cognition figure behavior,9,187,True
feel like hate physically emotionally sometimes start accepting confident,happens slowly doneyou already first step realizing hate feeling selfloathing best youre able expect lifea way start building confidence pay close attention way handle interaction make decisionsif start notice youd like interaction afterwards reflect well handled especially unexpected circumstance youll build confidence ability good somethingdo know hate yourselfthis answer may help address within new type self talk positive youve accustomed telling,9,61,False
